consulta_fecha,dias_anticipacion,departure_airport_id,departure_airport_name,arrival_airport_id,arrival_airport_name,departure_date,departure_time,arrival_time,airline_1,airline_2,airline_3,airline_4,operator_1,operator_2,operator_3,operator_4,travel_class,duration_min,price_clp,type,emissions_this_flight,emissions_difference_percent,stops
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,3:50 PM,12:45 PM,Brussels Airlines,Lufthansa,United,,,,,,Economy,835,862524,One way,622,8,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,6:32 PM,2:35 PM,KLM Cityhopper,Delta,KLM,,KLM Cityhopper,KLM Cityhopper,,,Economy,783,884393,One way,584,,2 stop
2025-05-19,18,MUC,Munich International Airport,AMS,Amsterdam Airport,2025-06-06,7:00 AM,7:50 PM,KLM,,,,,,,,Economy,1070,1158531,Round trip,690,7,1 stop
2025-05-19,18,MUC,Munich International Airport,CDG,Paris Charles de Gaulle Airport,2025-06-06,6:35 AM,5:00 PM,Air France,,,,,,,,Economy,925,1215364,Round trip,706,10,1 stop
2025-05-19,18,MUC,Munich International Airport,SSA,Salvador International Airport,2025-06-06,10:45 AM,8:05 AM,Air Europa,,,,Air Europa Express,,,,Economy,1580,1113639,Round trip,751,17,2 stop
2025-05-19,18,MUC,Munich International Airport,FCO,Leonardo da Vinci International Airport,2025-06-06,7:05 PM,4:50 PM,ITA,,,,,,,,Economy,1605,1176530,Round trip,654,,1 stop
2025-05-19,18,MUC,Munich International Airport,AMS,Amsterdam Airport,2025-06-06,9:25 AM,7:50 PM,KLM Cityhopper,KLM,,,KLM Cityhopper,KLM Cityhopper,,,Economy,925,1206837,Round trip,724,13,1 stop
2025-05-19,18,MUC,Munich International Airport,ZRH,Zurich Airport,2025-06-06,8:55 PM,5:25 AM,SWISS,,,,,,,,Economy,810,1377659,Round trip,632,,1 stop
2025-05-19,18,MUC,Munich International Airport,LIS,Humberto Delgado Airport,2025-06-06,8:00 PM,5:45 AM,,,,,,,,,Economy,885,1432570,Round trip,588,-8,1 stop
2025-05-19,18,MUC,Munich International Airport,FRA,Frankfurt Airport,2025-06-06,8:00 PM,4:50 AM,Lufthansa,,,,Lufthansa CityLine,,,,Economy,830,1517367,Round trip,658,,1 stop
2025-05-19,18,MUC,Munich International Airport,FCO,Leonardo da Vinci International Airport,2025-06-06,10:00 AM,7:55 PM,Lufthansa,,,,Lufthansa,,,,Economy,895,2902691,Round trip,328,263,1 stop
2025-05-19,18,MUC,Munich International Airport,AMS,Amsterdam Airport,2025-06-06,7:00 AM,7:50 PM,KLM,,,,,,,,Economy,1070,1158531,Round trip,690,7,1 stop
2025-05-19,18,MUC,Munich International Airport,CDG,Paris Charles de Gaulle Airport,2025-06-06,6:35 AM,5:00 PM,Air France,,,,,,,,Economy,925,1215364,Round trip,706,10,1 stop
2025-05-19,18,MUC,Munich International Airport,SSA,Salvador International Airport,2025-06-06,10:45 AM,8:05 AM,Air Europa,,,,Air Europa Express,,,,Economy,1580,1113639,Round trip,751,17,2 stop
2025-05-19,18,MUC,Munich International Airport,FCO,Leonardo da Vinci International Airport,2025-06-06,7:05 PM,4:50 PM,ITA,,,,,,,,Economy,1605,1176530,Round trip,654,,1 stop
2025-05-19,18,MUC,Munich International Airport,AMS,Amsterdam Airport,2025-06-06,9:25 AM,7:50 PM,KLM Cityhopper,KLM,,,KLM Cityhopper,KLM Cityhopper,,,Economy,925,1206837,Round trip,724,13,1 stop
2025-05-19,18,MUC,Munich International Airport,ZRH,Zurich Airport,2025-06-06,8:55 PM,5:25 AM,SWISS,,,,,,,,Economy,810,1377659,Round trip,632,,1 stop
2025-05-19,18,MUC,Munich International Airport,LIS,Humberto Delgado Airport,2025-06-06,8:00 PM,5:45 AM,,,,,,,,,Economy,885,1432570,Round trip,588,-8,1 stop
2025-05-19,18,MUC,Munich International Airport,FRA,Frankfurt Airport,2025-06-06,8:00 PM,4:50 AM,Lufthansa,,,,Lufthansa CityLine,,,,Economy,830,1517367,Round trip,658,,1 stop
2025-05-19,18,MUC,Munich International Airport,FCO,Leonardo da Vinci International Airport,2025-06-06,10:00 AM,7:55 PM,Lufthansa,,,,Lufthansa,,,,Economy,895,2902691,Round trip,328,263,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,4:30 PM,10:10 PM,Icelandair,,,,,,,,Business,700,1442585,One way,689,-54,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,1:50 PM,7:20 PM,Icelandair,,,,,,,,Business,690,1967244,One way,24,-31,1 stop
2025-05-19,27,OSL,Oslo lufthavn,BWI,Baltimore/Washington International Airport,2025-06-15,1:50 PM,7:25 PM,Icelandair,,,,,,,,Business,695,1967244,One way,12,-32,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,12:50 PM,8:50 PM,,,,,,,,,Business,90,2689624,One way,9,-32,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,6:50 PM,3:20 PM,,,,,,,,,Business,1590,1592281,One way,10,-32,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,9:55 AM,8:50 PM,Scandinavian Airlines,,,,,,,,Business,1015,1609860,One way,0,-33,2 stop
2025-05-19,27,OSL,Oslo lufthavn,DCA,Ronald Reagan Washington National Airport,2025-06-15,4:30 PM,7:38 AM,Icelandair,,,,,,,,Business,1268,2086674,One way,698,-53,2 stop
2025-05-19,27,OSL,Oslo lufthavn,DCA,Ronald Reagan Washington National Airport,2025-06-15,7:45 PM,10:59 PM,,,,,,,,,Business,1994,2248059,One way,508,,2 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,6:40 PM,11:45 AM,Turkish Airlines,,,,,,,,Business,1385,2635165,One way,40,37,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,8:10 AM,4:00 PM,Scandinavian Airlines,,,,,,,,Business,830,3274813,One way,515,,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,3:10 PM,7:59 PM,Scandinavian Airlines,,,,,,,,Business,649,3490114,One way,763,18,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,9:50 AM,3:50 PM,Lufthansa,United,,,,,,,Business,70,5812476,One way,613,8,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,4:30 PM,10:10 PM,Icelandair,,,,,,,,Business,700,1442585,One way,689,-54,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,1:50 PM,7:20 PM,Icelandair,,,,,,,,Business,690,1967244,One way,24,-31,1 stop
2025-05-19,27,OSL,Oslo lufthavn,BWI,Baltimore/Washington International Airport,2025-06-15,1:50 PM,7:25 PM,Icelandair,,,,,,,,Business,695,1967244,One way,12,-32,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,12:50 PM,8:50 PM,,,,,,,,,Business,90,2689624,One way,9,-32,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,6:50 PM,3:20 PM,,,,,,,,,Business,1590,1592281,One way,10,-32,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,9:55 AM,8:50 PM,Scandinavian Airlines,,,,,,,,Business,1015,1609860,One way,0,-33,2 stop
2025-05-19,27,OSL,Oslo lufthavn,DCA,Ronald Reagan Washington National Airport,2025-06-15,4:30 PM,7:38 AM,Icelandair,,,,,,,,Business,1268,2086674,One way,698,-53,2 stop
2025-05-19,27,OSL,Oslo lufthavn,DCA,Ronald Reagan Washington National Airport,2025-06-15,7:45 PM,10:59 PM,,,,,,,,,Business,1994,2248059,One way,508,,2 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,6:40 PM,11:45 AM,Turkish Airlines,,,,,,,,Business,1385,2635165,One way,40,37,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,8:10 AM,4:00 PM,Scandinavian Airlines,,,,,,,,Business,830,3274813,One way,515,,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,3:10 PM,7:59 PM,Scandinavian Airlines,,,,,,,,Business,649,3490114,One way,763,18,1 stop
2025-05-19,27,OSL,Oslo lufthavn,IAD,Dulles International Airport,2025-06-15,9:50 AM,3:50 PM,Lufthansa,United,,,,,,,Business,70,5812476,One way,613,8,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,10:25 PM,7:05 PM,British Airways,American,Finnair,Iberia,,,,,Premium Economy,880,1211589,One way,822,8,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,10:25 PM,8:35 PM,British Airways,American,Finnair,,,,,,Premium Economy,970,1232617,One way,959,27,2 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,10:40 PM,4:40 PM,Delta,KLM,,,,,,,Premium Economy,90,1340655,One way,791,,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,12:28 PM,8:50 AM,Delta,KLM,,,,,,,Premium Economy,862,1344860,One way,660,-13,2 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,2:08 PM,10:45 AM,Delta,KLM,,,,,,,Premium Economy,877,1344860,One way,774,,2 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,3:20 PM,12:55 PM,Delta,KLM,,,,,,,Premium Economy,935,1344860,One way,621,-18,2 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,4:05 PM,12:30 PM,Brussels Airlines,Lufthansa,United,,,,,,Premium Economy,865,1633272,One way,764,,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,11:59 PM,9:00 PM,Scandinavian Airlines,Delta,,,Sas Connect,Sas Connect,,,Premium Economy,901,1713458,One way,571,-25,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,3:30 PM,8:50 AM,Delta,KLM,,,,,,,Premium Economy,680,1723832,One way,569,-25,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,4:30 PM,11:40 AM,Air France,,,,,,,,Premium Economy,790,2779627,One way,842,11,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,7:55 PM,1:00 PM,Scandinavian Airlines,,,,,,,,Premium Economy,665,3402431,One way,757,,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,10:25 PM,7:05 PM,British Airways,American,Finnair,Iberia,,,,,Premium Economy,880,1211589,One way,822,8,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,10:25 PM,8:35 PM,British Airways,American,Finnair,,,,,,Premium Economy,970,1232617,One way,959,27,2 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,10:40 PM,4:40 PM,Delta,KLM,,,,,,,Premium Economy,90,1340655,One way,791,,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,12:28 PM,8:50 AM,Delta,KLM,,,,,,,Premium Economy,862,1344860,One way,660,-13,2 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,2:08 PM,10:45 AM,Delta,KLM,,,,,,,Premium Economy,877,1344860,One way,774,,2 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,3:20 PM,12:55 PM,Delta,KLM,,,,,,,Premium Economy,935,1344860,One way,621,-18,2 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,4:05 PM,12:30 PM,Brussels Airlines,Lufthansa,United,,,,,,Premium Economy,865,1633272,One way,764,,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,11:59 PM,9:00 PM,Scandinavian Airlines,Delta,,,Sas Connect,Sas Connect,,,Premium Economy,901,1713458,One way,571,-25,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,3:30 PM,8:50 AM,Delta,KLM,,,,,,,Premium Economy,680,1723832,One way,569,-25,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,4:30 PM,11:40 AM,Air France,,,,,,,,Premium Economy,790,2779627,One way,842,11,1 stop
2025-05-19,46,ATL,Hartsfield-Jackson Atlanta International Airport,ARN,Stockholm Arlanda Airport,2025-07-04,7:55 PM,1:00 PM,Scandinavian Airlines,,,,,,,,Premium Economy,665,3402431,One way,757,,1 stop
2025-05-19,7,BRU,Brussels Airport,LIS,Humberto Delgado Airport,2025-05-26,5:55 AM,7:05 PM,,,,,,,,,Business,1090,1345568,One way,35,,1 stop
2025-05-19,7,BRU,Brussels Airport,CPH,Copenhagen Airport,2025-05-26,4:00 PM,4:50 AM,Scandinavian Airlines,,,,,,,,Business,1070,1475047,One way,570,22,2 stop
2025-05-19,7,BRU,Brussels Airport,LIS,Humberto Delgado Airport,2025-05-26,11:50 AM,6:55 AM,,,,,,,,,Business,1445,1669529,One way,13,,2 stop
2025-05-19,7,BRU,Brussels Airport,ZRH,Zurich Airport,2025-05-26,8:05 PM,5:25 AM,Brussels Airlines,SWISS,,,,,,,Business,860,2428175,One way,508,19,1 stop
2025-05-19,7,BRU,Brussels Airport,LIS,Humberto Delgado Airport,2025-05-26,9:15 AM,7:05 PM,Brussels Airlines,,,,,,,,Business,890,2076449,One way,20,,1 stop
2025-05-19,7,BRU,Brussels Airport,LIS,Humberto Delgado Airport,2025-05-26,8:55 PM,6:40 PM,,,,,,,,,Business,1605,2080649,One way,15,,1 stop
2025-05-19,7,BRU,Brussels Airport,FCO,Leonardo da Vinci International Airport,2025-05-26,6:55 PM,4:50 PM,ITA,,,,,,,,Business,1615,2098806,One way,394,14,1 stop
2025-05-19,7,BRU,Brussels Airport,LIN,Milan Linate Airport,2025-05-26,8:15 PM,4:50 PM,ITA,,,,,,,,Business,1535,2117488,One way,452,17,2 stop
2025-05-19,7,BRU,Brussels Airport,SSA,Salvador International Airport,2025-05-26,10:45 AM,8:05 AM,Air Europa,,,,AlbaStar,,,,Business,1580,2886005,One way,744,-17,2 stop
2025-05-19,7,BRU,Brussels Airport,FRA,Frankfurt Airport,2025-05-26,7:30 PM,4:50 AM,Brussels Airlines,Lufthansa,,,,,,,Business,860,5536563,One way,514,20,1 stop
2025-05-19,7,BRU,Brussels Airport,AMS,Amsterdam Airport,2025-05-26,10:25 AM,7:50 PM,KLM Cityhopper,KLM,,,KLM Cityhopper,KLM Cityhopper,,,Business,865,8019176,One way,585,23,1 stop
2025-05-19,7,BRU,Brussels Airport,LIS,Humberto Delgado Airport,2025-05-26,5:55 AM,7:05 PM,,,,,,,,,Business,1090,1345568,One way,35,,1 stop
2025-05-19,7,BRU,Brussels Airport,CPH,Copenhagen Airport,2025-05-26,4:00 PM,4:50 AM,Scandinavian Airlines,,,,,,,,Business,1070,1475047,One way,570,22,2 stop
2025-05-19,7,BRU,Brussels Airport,LIS,Humberto Delgado Airport,2025-05-26,11:50 AM,6:55 AM,,,,,,,,,Business,1445,1669529,One way,13,,2 stop
2025-05-19,7,BRU,Brussels Airport,ZRH,Zurich Airport,2025-05-26,8:05 PM,5:25 AM,Brussels Airlines,SWISS,,,,,,,Business,860,2428175,One way,508,19,1 stop
2025-05-19,7,BRU,Brussels Airport,LIS,Humberto Delgado Airport,2025-05-26,9:15 AM,7:05 PM,Brussels Airlines,,,,,,,,Business,890,2076449,One way,20,,1 stop
2025-05-19,7,BRU,Brussels Airport,LIS,Humberto Delgado Airport,2025-05-26,8:55 PM,6:40 PM,,,,,,,,,Business,1605,2080649,One way,15,,1 stop
2025-05-19,7,BRU,Brussels Airport,FCO,Leonardo da Vinci International Airport,2025-05-26,6:55 PM,4:50 PM,ITA,,,,,,,,Business,1615,2098806,One way,394,14,1 stop
2025-05-19,7,BRU,Brussels Airport,LIN,Milan Linate Airport,2025-05-26,8:15 PM,4:50 PM,ITA,,,,,,,,Business,1535,2117488,One way,452,17,2 stop
2025-05-19,7,BRU,Brussels Airport,SSA,Salvador International Airport,2025-05-26,10:45 AM,8:05 AM,Air Europa,,,,AlbaStar,,,,Business,1580,2886005,One way,744,-17,2 stop
2025-05-19,7,BRU,Brussels Airport,FRA,Frankfurt Airport,2025-05-26,7:30 PM,4:50 AM,Brussels Airlines,Lufthansa,,,,,,,Business,860,5536563,One way,514,20,1 stop
2025-05-19,7,BRU,Brussels Airport,AMS,Amsterdam Airport,2025-05-26,10:25 AM,7:50 PM,KLM Cityhopper,KLM,,,KLM Cityhopper,KLM Cityhopper,,,Business,865,8019176,One way,585,23,1 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,8:50 AM,10:15 PM,Asiana Airlines,SWISS,,,,,,,First,1765,9159683,Round trip,154,20,2 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,2:05 PM,5:00 PM,Emirates,Qantas,,,,,,,First,1135,9552130,Round trip,289,63,1 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,9:15 PM,5:00 PM,Emirates,,,,,,,,First,2145,9552130,Round trip,875,47,1 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,8:50 AM,2:30 PM,Asiana Airlines,SWISS,,,,,,,First,1300,10739335,Round trip,938,49,2 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,6:40 PM,8:25 AM,Helvetic,SWISS,,,Helvetic,Helvetic,,,First,1785,12647648,Round trip,317,26,1 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,8:50 AM,8:25 AM,SWISS,,,,,,,,First,2375,12434324,Round trip,302,25,1 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,7:50 AM,4:15 PM,British Airways,Korean Air,,,,,,,First,1465,17138002,Round trip,117,18,1 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,9:10 AM,11:55 AM,China Eastern,Lufthansa,,,,,,,First,1125,24498968,Round trip,687,40,2 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,8:50 AM,10:15 PM,Asiana Airlines,SWISS,,,,,,,First,1765,9159683,Round trip,154,20,2 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,2:05 PM,5:00 PM,Emirates,Qantas,,,,,,,First,1135,9552130,Round trip,289,63,1 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,9:15 PM,5:00 PM,Emirates,,,,,,,,First,2145,9552130,Round trip,875,47,1 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,8:50 AM,2:30 PM,Asiana Airlines,SWISS,,,,,,,First,1300,10739335,Round trip,938,49,2 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,6:40 PM,8:25 AM,Helvetic,SWISS,,,Helvetic,Helvetic,,,First,1785,12647648,Round trip,317,26,1 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,8:50 AM,8:25 AM,SWISS,,,,,,,,First,2375,12434324,Round trip,302,25,1 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,7:50 AM,4:15 PM,British Airways,Korean Air,,,,,,,First,1465,17138002,Round trip,117,18,1 stop
2025-05-19,47,MAN,Manchester Airport,ICN,Incheon International Airport,2025-07-05,9:10 AM,11:55 AM,China Eastern,Lufthansa,,,,,,,First,1125,24498968,Round trip,687,40,2 stop
2025-05-19,60,EZE,Ezeiza International Airport,DEL,Indira Gandhi International Airport,2025-07-18,9:55 PM,8:10 AM,Ethiopian,,,,,,,,Business,1545,4262974,One way,495,,2 stop
2025-05-19,60,EZE,Ezeiza International Airport,DEL,Indira Gandhi International Airport,2025-07-18,9:00 PM,9:30 PM,United,,,,,,,,Business,,4578695,One way,984,16,2 stop
2025-05-19,60,EZE,Ezeiza International Airport,DEL,Indira Gandhi International Airport,2025-07-18,6:40 AM,1:10 AM,ITA,,,,,,,,Business,,6374699,One way,547,-17,2 stop
2025-05-19,60,EZE,Ezeiza International Airport,DEL,Indira Gandhi International Airport,2025-07-18,9:00 PM,9:30 PM,United,,,,,,,,Business,,4578695,One way,15,17,2 stop
2025-05-19,60,EZE,Ezeiza International Airport,DEL,Indira Gandhi International Airport,2025-07-18,6:40 AM,1:55 AM,Qatar Airways,,,,,,,,Business,2085,6539518,One way,243,,2 stop
2025-05-19,60,EZE,Ezeiza International Airport,DEL,Indira Gandhi International Airport,2025-07-18,11:55 PM,4:40 AM,Turkish Airlines,,,,,,,,Business,2655,6976840,One way,338,,2 stop
